global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28
974.0056198046992	n/a	n/a	948686.9474111362	1492.1497229452186	n/a	n/a	2226510.795685493	958.367759984456	n/a	n/a	918468.763377624	965.5904902420644	916.5602497552336	n/a	n/a	n/a	n/a	-0.0618952109	-0.0052043612	-0.0639892844	-0.0190866602	-0.0488426675	-0.0145518225	-0.032560265	-0.0126023025	0.0009558907	-0.0006704541	0.1849007417	-0.1417245255	0.1135578173	-0.0854224279	0.112272251	0.1177331503	-0.0851697785	-0.0329172701	-0.0153346608	0.0019855486	-0.0017451305	0.1812838077	-0.1399809843	0.1159390564	-0.0939510079	0.1095923774	0.1083934017	-0.0921843468	-0.045870247	0.0086970227	0.0046025859	0.0452236516	-0.0892317904	0.0560606915	-0.1962027382	0.106887014	-0.0031676611	0.0046139456	-0.0284262254	0.0220666864	-0.0792837497	0.0429198138	-0.1560049743	0.2559665899	-0.1222900236	0.3374744478	-0.1413170186	0.4268644899	-0.0578065786	0.2919548746	-0.3810019578	0.2630307877	0.1065961126	0.1065833761	0.1065621497	0.1065324352	0.1064942348	0.1064475517	-0.0145226	n/a	n/a	0.00021090591076	0.0408934	n/a	n/a	0.00167227016356	0.23479	n/a	0.0551263441	n/a	0.002	n/a	n/a	4e-06	3.55511e-05	n/a	1.2638807112099996e-09	n/a	0.0	n/a	0.0	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
975.9308741130376	1.925254308338367	3.706604151775444	952441.0710470376	1486.241320809402	-5.908402135816687	34.909215798523185	2208913.263681276	956.4149376292738	-1.9528223551822064	3.81351515089938	914729.5329204076	963.7181986170492	947.2080469015926	0.92674	28.282351	0.148981395	0.0788069	-0.0150085489	-0.0302037199	-0.0093905	-0.0137176232	0.0121745865	-0.130729607	0.0552160364	-0.0314543335	-0.0171935561	-0.0484060389	-0.0437559271	-0.036613281	0.0341287233	-0.1009256577	-0.0870587454	0.1288765659	-0.0702166474	0.0554205323	-0.0299100412	-0.0175925765	0.0505060578	-0.0455690375	-0.0333384587	0.0324075714	-0.1039629441	-0.0863614106	0.1224052479	-0.0783778756	-0.0319111303	-0.0146383374	0.0121249138	0.1179068715	-0.0484671005	0.0251506723	-0.0681502646	0.039234172	-0.0317824694	-0.031602313	-0.0081222139	-0.1183864158	-0.0856233454	-0.0174725216	-0.0477181531	0.1479567477	0.0382225972	0.185034409	0.0276292758	0.0407852701	0.042847005	-0.1020263032	0.0874690297	-0.1369084044	0.1065621497	0.1064475517	0.1062566463	0.1059895703	0.1056465152	0.105227727	-0.0104458	0.0040768	1.662029824e-05	0.00010911473764	-0.0226795	-0.0635729	0.00404151361441	0.0005143597202499	0.230867	-0.003923	0.0532995716889999	1.5389929000000077e-05	0.00230642	0.0003064199999999	9.389321639999999e-08	5.3195732164e-06	0.000431995	0.0003964439	1.86619680025e-07	1.5716776584721e-07	-0.00084531	-0.00084531	7.145489961e-07	7.145489961e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
978.0501961469174	2.119322033879825	4.491525883288521	956582.1861830236	1494.326628377882	8.085307568479948	65.37219847691912	2233012.0722792083	960.8278240587152	4.412886429441414	19.4735666391482	923190.1074854054	968.221305546798	919.5196403101684	0.9774	29.828402	0.11138068	0.0544882	-0.0471202906	0.0295885462	-0.0519555782	-0.0303940435	0.0283481767	0.0593841252	-0.0064629879	0.0355971857	-0.0118906706	-0.0364125958	-0.1065668814	-0.0367407534	-0.0330261203	0.0270832892	0.0312830023	0.1409618452	-0.0767149803	-0.0062004807	0.0372622855	-0.0130263869	0.0381048542	-0.1040827984	-0.0340079035	-0.0375502619	0.0196893513	0.0371530393	0.1227676966	-0.0959341057	-0.0460345598	0.0478293809	0.0085240264	0.0589832252	-0.0365108535	0.0830587216	0.0133841078	0.137249849	0.0337460595	0.1161872193	0.091772951	-0.0487733608	-0.0105335902	0.0848026423	0.0123641872	0.0867051668	-0.063015681	0.1653585239	-0.08095432	-0.0803011222	0.1224386618	-0.1059323077	0.1956064698	-0.1865557959	0.1064942348	0.106176076	0.1056465152	0.1049066069	0.1039578241	0.1028020561	-0.0328322	-0.0223864	0.00050115090496	0.00107795335684	0.00932413	0.03200363	0.0010242323331768	8.69394002569e-05	0.261006	0.030139	0.068124132036	0.000908359321	0.00234034	3.392000000000022e-05	1.1505664000000147e-09	5.477191315600001e-06	0.000529528	9.753300000000002e-05	2.8039990278400005e-07	9.512686089000005e-09	-0.00125089	-0.0004055799999999	1.5647257921e-06	1.644951363999999e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
981.1266987978948	3.076502650977432	9.464868561471164	962609.5990940552	1495.9566627491663	1.6300343712844096	2.6570120515685605	2237886.3368236227	968.146226946817	7.318402888101787	53.55902083257657	937307.1167513576	975.6084153543308	924.6364552514752	0.7882989999999999	24.057383	0.07417382	0.0472223	-0.0504892431	0.0490552771	-0.0614993888	-0.0666105375	0.0296218457	0.0916029049	-0.1229609753	0.0471033027	0.0650120587	-0.0706551788	-0.1054426057	0.0673766523	-0.0217186937	0.0387628837	0.0221310829	0.0615612702	0.0172843763	-0.1226170345	0.0483285275	0.0632582456	0.0700147794	-0.0997352009	0.0686872761	-0.0295054273	0.0390157381	0.0303048883	0.0668082912	0.0484421788	-0.0531488044	0.0717138555	-0.0035341155	0.0524992369	-0.0308727508	-0.0634091301	-0.028937167	0.1464795155	0.0844274525	0.1558032555	0.0802425953	-0.0376999229	-0.0321760927	0.0523495504	0.0279389569	0.0284673159	-0.032127901	0.0636490336	-0.0596949532	-0.1041481988	-0.0171401084	-0.1077404756	0.1278159761	-0.0708285308	0.1063923895	0.105769295	0.1047335058	0.1032890634	0.1014416039	0.0991983356	-0.0328354	-3.2000000000018125e-06	1.0240000000011598e-11	0.00107816349316	0.0157892	0.00646507	4.17971301049e-05	0.0002492988366399	0.253907	-0.007099	0.0644687646489999	5.039580100000031e-05	0.00147424	-0.0008661	7.501292100000005e-07	2.1733835776e-06	0.000585071	5.554300000000002e-05	3.4230807504100005e-07	3.085024849000002e-09	-0.000960402	0.000290488	9.22372001604e-07	8.438327814399999e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
980.22221193714	-0.9044868607549006	0.818096481278255	960835.5847749392	1494.7146190761846	-1.2420436729817084	1.542672485593893	2234171.792480064	965.6606243322152	-2.4856026146018166	6.178220357715387	932500.4413856836	973.0988468200204	940.4274637874664	0.855139	26.09721	0.0875286	0.0531306	0.0041077501	0.0664105599	-0.005986029	-0.0689347214	0.0992544722	0.0702247114	-0.0656231883	0.0933045539	-0.0152563879	-0.010437061	0.1175399618	0.2143165582	-0.0880706936	0.0374022929	-0.0012702823	0.0769900909	-0.0903073926	-0.0655481955	0.0906249184	-0.0168931911	0.00839968	0.1211232081	0.2124644045	-0.0815592634	0.0475146213	-0.0059722806	0.0649687902	-0.0833032878	-0.0341079442	0.0787647024	-0.0535102777	0.0854220625	-0.011523245	-0.0920881947	-0.0853226122	0.0623115954	0.0372261717	0.105292703	0.0197312998	-0.084007127	0.0022795241	0.0623954919	0.0869145375	8.47775e-05	-0.0952332346	0.0348333459	-0.034599587	-0.0970133742	-0.0506938997	-0.1998420953	0.0468850434	-0.0329438674	0.1062566463	0.105227727	0.1035202354	0.1011451826	0.0981178842	0.0944578621	-0.0295988	0.0032365999999999	1.0475579559999996e-05	0.00087608896144	0.0206393	0.0048500999999999	2.352347001e-05	0.00042598070449	0.204947	-0.04896	0.0420032728089999	0.0023970816	0.00159821	0.00012397	1.5368560900000037e-08	2.5542752041000004e-06	0.000386729	-0.000198342	1.49559319441e-07	3.9339548964000026e-08	-0.000673076	0.0002873259999999	4.53031301776e-07	8.255623027599998e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
981.060180221158	0.8379682840180749	0.702190845020197	962479.0772155712	1502.521598223239	7.806979147054335	60.94892340254123	2257571.1531273164	958.9774211293392	-6.6832032028760295	44.66520505093242	919637.694235878	966.3488270196387	978.4250375529036	1.294742	39.513065	0.21919846	0.179207	0.0551732044	-0.0777002222	0.0498329199	0.089908545	0.0451624563	0.0389719322	0.0298017072	-0.038629977	-0.0160578429	0.0658888439	-0.0154045475	0.0792923989	0.0362357809	0.0507939857	-0.0189194186	-0.055482359	0.1187715025	0.0297091764	-0.0384198152	-0.0152330053	-0.0642202729	-0.0153375744	0.0776201951	0.0375497648	0.0540459234	-0.0157345161	-0.0480467182	0.0953834332	0.0445600251	-0.0675009801	-0.0273047238	0.0519308846	0.012754397	-0.0223022971	-0.084718359	-0.0815560209	0.0531398956	0.0030393861	-0.0576927467	0.0311635422	0.119433473	0.0166292549	0.0334041314	-0.0914064516	-0.075073505	-0.0008145923	0.1426296385	-0.0385616862	-0.0134756032	-0.0439780797	0.0357367744	-0.0529810604	0.1060870483	0.1045520622	0.1020101825	0.0984858891	0.0940131227	0.0886349585	-0.0280463	0.0015525	2.410256250000005e-06	0.00078659494369	-0.00786641	-0.02850571	0.0008125755026041	6.188040628810002e-05	0.0283515	-0.1765955	0.00080380755225	0.0311859706202499	0.00140508	-0.00019313	3.7299196900000047e-08	1.9742498064e-06	0.000427615	4.0886000000000015e-05	1.82854588225e-07	1.671664996000001e-09	-0.000689955	-1.6879000000000026e-05	4.76037902025e-07	2.849006410000009e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
984.196649102162	3.1364688810040207	9.837437041506613	968643.0441039244	1505.8496460564393	3.328047833200344	11.075902380069506	2267583.1565283034	956.4696761865936	-2.507744942745603	6.288784697866149	914834.2414644872	963.9265690360482	966.4176060800116	0.931058	28.41411	0.1490743399999999	0.0849872	0.0098996471	-0.0862888222	0.0056669849	0.1316188483	-0.0082025159	0.0926164906	0.0760201377	-0.0201699564	-0.0521912551	0.0841806024	-0.067241459	-0.0282955853	-0.0378782644	0.0662714351	-0.0399222335	-0.0082623993	0.0107627567	0.0755115419	-0.0226976811	-0.0540483197	-0.0844282781	-0.0664461153	-0.0277926173	-0.0394867964	0.0605614952	-0.0376456191	0.0018376718	0.0023013956	0.0272209584	-0.0852603489	0.0885067064	0.0483206458	-0.015924908	0.0178843581	-0.0420320574	-0.0637823451	-0.0529693725	-0.0105485812	-0.0130792407	-0.0746019144	-0.0366167258	-0.0118290241	0.0570423385	-0.0334189087	0.0526576167	-0.074750696	0.2537369809	-0.0595193702	0.0120672882	0.0132802855	0.040849606	-0.0107305414	0.1058836497	0.1037431616	0.1002076762	0.0953247341	0.0891599942	0.0817963518	-0.0125624	0.0154839	0.00023975115921	0.0001578138937599	-0.0857442999999999	-0.0778778899999999	0.006064965750852	0.0073520849824899	0.0493497	0.0209982	0.00243539289009	0.00044092440324	0.00173563	0.00033055	1.0926330250000002e-07	3.0124114969e-06	0.000227707	-0.000199908	5.1850477849000004e-08	3.9963208464e-08	-0.000526126	0.000163829	2.768085678760001e-07	2.6839941241e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
980.2025538245508	-3.994095277611223	15.95279708663627	960797.0465241716	1504.0340566958412	-1.8155893605980964	3.2963647263170044	2262118.4437009487	953.6673510489092	-2.80232513768442	7.853026177298004	909481.4164566434	961.1046101727824	939.7763011351104	0.8789909999999999	26.825136	0.40519561	0.262406	-0.0366228955	-0.0513181301	-0.0588813369	0.0972511797	0.0676810906	0.0049815351	0.0834816999	-0.0524530726	-0.101211641	-0.0653741392	-0.0569775735	-0.1494883334	-0.0427315213	-0.1192609325	-0.0785327527	0.009925722	-0.0537649784	0.0833130331	-0.0518895347	-0.1019128758	0.0662290657	-0.0580359703	-0.1459558741	-0.0455275473	-0.1191505516	-0.0844973504	0.00926166	-0.0272532353	-0.0558039167	-0.0682557519	-0.0077933155	-0.0488256801	-0.0354731327	0.0531755594	0.0062300604	-0.0255152208	-0.0332992987	-0.1229095642	0.0422000208	0.0131702863	-0.1100710345	0.0430577057	0.0071770322	-0.0191230662	-0.0029382056	-0.1944821547	0.1174184296	-0.0796109833	0.0645778922	-0.0347935655	-0.0992556625	0.0166743443	0.1056465152	0.1028020561	0.0981178842	0.091677826	0.0835971309	0.0740204082	-0.00894964	0.0036127599999999	1.3052034817599997e-05	8.00960561296e-05	0.154753	0.2404972999999999	0.0578389513072899	0.023948491009	0.14355	0.0942003	0.0206066025	0.00887369652009	0.000736399	-0.000999231	9.98462591361e-07	5.42283487201e-07	0.000410036	0.000182329	1.6812952129600002e-07	3.3243864241000004e-08	-0.000369981	0.000156145	1.36885940361e-07	2.4381261025e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
979.343645063107	-0.8589087614437858	0.7377242604848981	959113.975125493	1497.0976946232684	-6.93636207257282	48.1131188018267	2241301.507246305	963.2151755008972	9.547824451988047	91.16095176598088	927783.4743152242	970.4476690337414	926.7142014345718	0.691033	21.089027	0.1048650599999999	0.0618166	-0.0697092345	-0.0467650363	-0.0761794252	0.0520039975	-0.0027606183	-0.0602594521	-0.0928674365	-0.1820494041	0.0273906701	-0.145080937	-0.0748437172	0.0348186756	0.0173650077	-0.066372013	0.036934131	-0.0432833994	-0.0399594728	-0.0920649013	-0.1770916547	0.0291214438	0.1501474178	-0.0790723708	0.0327791053	0.0214949565	-0.0603534679	0.029564773	-0.050158475	-0.0261857273	-0.0815381642	-0.0571329082	-0.0071014695	-0.0602377983	-0.0730429697	0.0499467136	-0.0256418601	0.0016790817	-0.0188769572	-0.1396114258	0.0621156023	0.0121484706	-0.1128462121	0.0087879001	-0.0356513481	-0.0298094285	0.0515499699	-0.1480122034	0.1110997536	-0.0805808746	0.0312824149	-0.0122090729	-0.1250490382	0.0123114619	0.1053757205	0.1017299448	0.0957467976	0.0875637488	0.0773688144	0.0653962354	-0.0110297	-0.00208006	4.3266496036e-06	0.00012165428209	0.195489	0.0407359999999999	0.0016594216959999	0.038215949121	0.187696	0.0441459999999999	0.035229788416	0.0019488693159999	0.000884117	0.000147718	2.182060752400001e-08	7.816628696890001e-07	0.000581202	0.0001711659999999	3.37795764804e-07	2.9297799555999978e-08	-0.000409157	-3.917599999999998e-05	1.67409450649e-07	1.5347589759999984e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
980.5230946187592	1.179449555652127	1.3911012543279997	961425.539080748	1501.0739347382455	3.976240114977145	15.81048545195346	2253222.9575505587	966.1696427389384	2.954467238041161	8.728876660658567	933483.7785502878	973.9348002276084	930.1853470069052	0.959334	29.277054	0.24609207	0.177216	-0.0433315973	0.0394984458	-0.05938651	-0.061128609	-0.010382843	0.0956912766	-0.1097025047	0.0598767149	0.0306595713	0.1223125382	-0.0733929999	-0.1173613698	0.0696645058	-0.0242100122	-0.0445035844	0.0004974589	0.1283325318	-0.1100969254	0.0618795595	0.0289455462	-0.1225544943	-0.0796823697	-0.1153891978	0.06982764	-0.0270346237	-0.0432528435	0.0069890638	0.0938193557	-0.0481996193	0.0385613504	0.0400816602	0.0123447428	-0.020925433	-0.0201493304	0.0114180959	0.0325684523	-0.1203997637	-0.0404793075	0.0667693285	-0.0334060711	-0.0775656587	0.0514294122	-0.0094304772	-0.0545028892	-0.014083869	-0.1119230907	0.0381227278	-0.0605618588	-0.060007122	0.0351410061	-0.0166038278	0.0212910295	0.1050713516	0.1005281942	0.0931012141	0.0830034668	0.0705246236	0.0560226613	-0.00448133	0.0065483699999999	4.28811496569e-05	2.0082318568900004e-05	0.0258633	-0.1696257	0.0287728781004899	0.0006689102868899	0.153169	-0.034527	0.023460742561	0.001192113729	0.000198359	-0.000685758	4.702640345640001e-07	3.9346292881e-08	0.000581202	0.0	3.37795764804e-07	0.0	-0.000387095	2.2061999999999996e-05	1.4984253902500001e-07	4.867318439999996e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
