global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17
986.6832860125452	n/a	n/a	973543.906896514	1475.1732558899332	n/a	n/a	2176136.1348929065	961.4395398967264	n/a	n/a	924365.9888768288	967.876048997766	947.8267177025402	n/a	n/a	n/a	n/a	-0.0659116773	-0.0245172612	-0.0342726182	-0.1114157327	0.1969521685	-0.0070260592	-0.126642048	-0.0337810991	0.0744799622	0.1168250741	-0.1094548396	0.1630131847	-0.0503587232	0.0666636001	-0.0450061082	-0.125785427	-0.0311135162	0.0826497327	0.1206548	-0.1105425359	0.1583930113	-0.0450090201	0.0567224787	-0.0411529865	-0.0959895017	-0.024753843	0.2649697226	-0.0619575795	0.120132501	-0.059555077	0.0612626281	-0.0478738953	0.0937132924	-0.061727006	0.0071543547	-0.0583292558	-0.0530202042	0.0017591037	-0.0444188237	0.009064265	-0.0372861021	0.1279205036	-0.0013835392	0.0011733192	-0.0380791381	0.0265137196	-0.0083595564	-0.0339056691	0.1065961126	0.1065833761	0.1065621497	0.1065324352	0.1064942348	0.1064475517	0.0422919	n/a	n/a	0.00178860480561	0.0440153	n/a	n/a	0.00193734663409	0.641127	n/a	0.411043830129	n/a	0.000967461	n/a	n/a	9.35980786521e-07	0.000195761	n/a	3.8322369121e-08	n/a	-0.000340856	n/a	1.16182812736e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
984.6702532812974	-2.0130327312477903	4.052300777074938	969575.5076970544	1472.5013886717124	-2.6718672182207683	7.138874431802787	2168260.339640121	956.1052144764924	-5.334325420233995	28.455027688954587	914137.1811491397	962.4976325771792	950.0911652527252	0.717013	21.032194	0.0684014749999999	0.0309454	-0.0611787245	-0.0027429127	-0.0201753626	-0.0824632254	0.2297726679	-0.0125196858	-0.0341113506	-0.0725369911	0.0324841203	0.0321936758	-0.1276964549	0.1894714206	0.1397320294	-0.0601871949	-0.0110271777	-0.0335713747	-0.0691676386	0.0383501386	0.0384467321	-0.1328028767	0.1801854009	0.1475460343	-0.0520203762	-0.0012532591	-0.0993676678	-0.0356050677	0.2781093037	-0.084084847	0.0913353227	-0.0441522779	0.0454235643	-0.0949864689	0.0608422529	-0.0525064423	0.01908706	-0.0330327808	-0.046497534	0.0021999399	0.0074790377	0.0051695419	0.0210614594	0.0533607394	0.0436590908	0.0575392111	-0.0291731643	-0.0304837129	-0.0041803067	-0.08271596	0.1065621497	0.1064475517	0.1062566463	0.1059895703	0.1056465152	0.105227727	0.0530367	0.0107447999999999	0.0001154507270399	0.00281289154689	0.0505084	0.0064931	4.216034761000002e-05	0.00255109847056	0.62099	-0.0201369999999999	0.3856285801	0.0004054987689999	0.0007213659999999	-0.000246095	6.05627490250492e-08	5.203689059558557e-07	-4.71955e-05	-0.0002429565	2.22741522025e-09	5.902786089225e-08	-0.000472336	-0.00013148	2.2310129689600002e-07	1.72869904e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
983.108550526542	-1.5617027547554017	2.4389154942106104	966502.4221183984	1468.9587020874023	-3.542686584310104	12.550628234650793	2157839.6684383056	951.469859859856	-4.635354616636391	21.486512421972307	905294.894221734	957.9889307747796	949.7385970716988	0.666422	19.548206	0.117436075	0.078364	-0.0757054653	0.0033499395	-0.0168986018	-0.0632912413	0.2246369874	0.0403864023	-0.0021160119	-0.0091340241	0.0130827769	0.0387914257	-0.0388170445	0.1054443753	0.1427432396	-0.0451125413	-0.0119249922	-0.0021892658	-0.0071644609	0.0156999409	0.0393233131	-0.0407372949	0.1029513729	0.149515551	-0.0339249888	-0.0137694642	-0.1080932115	-0.0532806449	0.285736604	-0.1046498694	0.1393557721	0.0010949375	0.0781135107	-0.0646352776	0.047882607	-0.018138945	0.0323005755	-0.012460981	-0.0222633926	-0.0371876407	0.0259059845	-0.0101109728	0.0291729211	-0.0510516035	0.0180580428	0.0058663947	-0.0399590861	0.0201867525	0.0140903106	0.0029144606	0.1064942348	0.106176076	0.1056465152	0.1049066069	0.1039578241	0.1028020561	0.0530885	5.179999999999768e-05	2.6832399999997596e-09	0.0028183888322499	0.0254274	-0.025081	0.000629056561	0.00064655267076	0.693988	0.072998	0.4816193441440001	0.005328708004	0.000421609	-0.0002997569999999	8.985425904894007e-08	1.7775414888099997e-07	-0.000133544	-8.634850000000002e-05	1.7833999936000003e-08	7.456063452250003e-09	-0.000472336	0.0	2.2310129689600002e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
983.6524812228524	0.54393069631044	0.2958606023887601	967572.203815874	1472.6523508054122	3.693648718009854	13.643040852055837	2168704.9463327066	952.7163324274314	1.246472567575438	1.5536938617181049	907668.410073976	959.8999566232856	942.473294140369	0.696269	20.423704	0.044909425	0.0349841	-0.0596151996	-0.0195220593	-0.0158289214	-0.0827323036	0.2481890767	-0.0439450007	-4.5994e-05	-0.0683637651	0.0042882858	-0.0355780675	0.0314970593	0.1572639754	0.1719687648	-0.0496990026	-0.0474949551	-0.0002018184	-0.0720951433	0.0055508416	-0.0391374411	0.0308739564	0.1602255334	0.1765020054	-0.0408983889	-0.0461597592	-0.1020520303	-0.041321444	0.2897861864	-0.0842257536	0.0994020242	0.001686125	0.1004709976	-0.0662304381	0.0201558518	0.0276009152	0.0304557176	0.0018065765	0.0061514637	-0.0138683632	0.0138033099	0.0176410584	-0.0296360108	-0.0093045836	0.0150239975	-0.0219578086	0.0017966126	-0.0380706921	0.0416857525	0.0012999255	0.1063923895	0.105769295	0.1047335058	0.1032890634	0.1014416039	0.0991983356	0.0530367	-5.179999999999768e-05	2.6832399999997596e-09	0.00281289154689	0.0315366	0.0061091999999999	3.732232463999998e-05	0.00099455713956	0.659557	-0.0344310000000001	0.4350154362489999	0.001185493761	0.000421609	0.0	0.0	1.7775414888099997e-07	-4.71955e-05	8.634850000000002e-05	2.22741522025e-09	7.456063452250003e-09	-0.000472336	0.0	2.2310129689600002e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
985.2373958478436	1.5849146249911428	2.5119543685108146	970692.7261770404	1475.1666617666515	2.514310961239289	6.321759609808038	2176116.6799877663	950.1328874738164	-2.5834449536150714	6.6741878283591785	902752.5038593318	956.9528353058496	957.3839082529138	0.823245	24.148304	0.023800519	0.0130915	-0.0726573784	0.0523323127	-0.0329475457	-0.0151897241	0.2167915341	-0.062220785	0.0298892792	-0.0098296862	-0.0348571623	-0.0974142255	0.0315180438	0.1864489725	-0.0447980539	-0.0361323639	-0.0885183548	0.0302636427	-0.0123937565	-0.0326082867	-0.0974846711	0.0234914608	0.1978826179	-0.0374132937	-0.0384417348	-0.096822691	-0.1156061683	-0.0742343862	0.2647541058	-0.1319036353	0.0964841748	0.0253640026	0.1364244687	0.0364513186	0.0410436877	0.0617641798	0.0310079045	0.0177857202	-0.0514585433	-0.0390188204	0.0055795997	-0.0199959718	-0.0068604738	-0.0458079829	-0.0072422707	-0.0912796912	0.0375081228	-0.0284592275	-0.0471714863	-0.0028312851	0.1062566463	0.105227727	0.1035202354	0.1011451826	0.0981178842	0.0944578621	0.0630072	0.0099705	9.941087025e-05	0.00396990725184	0.0254274	-0.0061091999999999	3.732232463999998e-05	0.00064655267076	0.664644	0.005087	0.441751646736	2.5877569000000647e-05	0.000421609	0.0	0.0	1.7775414888099997e-07	5.48088e-06	5.267638e-05	3.0040045574399995e-11	2.7748010099044e-09	-0.000472336	0.0	2.2310129689600002e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
983.426446531629	-1.8109493162145327	3.279537425897884	967127.575737827	1477.9360793579751	2.769417591323645	7.6696737951328595	2184295.054668023	945.1283727275704	-5.004514746245945	25.04516784539312	893267.6409346653	951.5333723908292	978.7710688138884	1.984976	58.225456	0.739413006	0.689043	0.0271150341	0.0471018784	-0.0455097684	0.104464417	-0.1711714164	-0.0763688762	0.0801103554	0.0629171894	-0.0561768908	-0.1578931314	-0.0303986498	-0.0921831876	-0.0920879841	0.0937568299	0.0014087731	0.0795359963	0.0640647453	-0.0622056931	-0.152090849	-0.0393991381	-0.0911997625	-0.1001023419	0.0905535918	0.0066431447	0.0506844566	-0.0095513126	-0.1937762823	0.0149742182	-0.0281879776	0.0235997942	0.0529019392	0.1112721194	-0.1137473199	-0.0056564208	0.0052581971	-0.0082615734	0.0114625804	0.0288694764	0.0232210859	0.0376701307	0.0069440659	-0.0467827466	-0.0374477058	0.0654761531	-7.6806e-06	0.0662836438	-0.0750561109	-0.1141974789	0.1060870483	0.1045520622	0.1020101825	0.0984858891	0.0940131227	0.0886349585	0.0596736	-0.0033335999999999	1.1112888959999994e-05	0.00356093853696	0.0441484	0.0187209999999999	0.0003504758409999	0.0019490812225599	-0.0245743	-0.6892183000000001	0.00060389622049	0.4750218650548901	0.000581148	0.000159539	2.5452692521e-08	3.37732997904e-07	0.000177776	0.00017229512	3.1604306175999994e-08	2.96856083758144e-08	-0.000241368	0.000230968	5.8258511424e-08	5.3346217024000017e-08	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
981.6967474866842	-1.729699044944823	2.991858786083033	963728.5040259346	1460.0138883425616	-17.922191015413546	321.20493079297	2131640.554153166	954.7222589268316	9.593886199261192	92.04265240437437	911494.591690352	960.7054719683026	939.989568485616	1.041466	30.549395	0.20622345	0.133037	-0.0033627924	-0.0370925776	-0.0338096283	0.0611789488	-0.165757813	0.0444569741	-0.0696613825	0.1218757342	0.1884294271	-0.0442711758	0.059279805	-0.0713161314	0.0292033412	0.0371879887	0.0803395186	-0.0683519017	0.1230106137	0.1869906944	-0.0511989789	0.0592286815	-0.0739045253	0.0235431682	0.041944082	0.0861905991	0.0225642759	0.0799086841	-0.1610110173	0.0248755973	0.0007214517	-0.0389092166	-0.0438617604	0.1349637528	-0.0768901245	-0.0888968794	0.0557435419	-0.0458234998	0.092693528	0.0608963264	0.0125834185	0.0156521112	-0.0123990173	0.0297229221	-0.0105124242	0.0612049594	0.0107742133	-0.0457127408	0.0302026676	0.0242515656	0.1058836497	0.1037431616	0.1002076762	0.0953247341	0.0891599942	0.0817963518	0.0496156	-0.0100579999999999	0.0001011633639999	0.00246170776336	0.147535	0.1033866	0.0106887890595599	0.021766576225	0.0586812	0.0832555	0.00344348323344	0.00693147828025	0.000506845	-7.430299999999996e-05	5.520935808999993e-09	2.5689185402500004e-07	0.000204638	2.6862e-05	4.1876711044e-08	7.21567044e-10	-0.000152066	8.9302e-05	2.3124068356e-08	7.974847204000002e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
982.3186153139794	0.6218678272952047	0.3867195946248586	964949.8619923738	1472.713122148171	12.69923380560931	161.27053924953032	2168883.9401474134	958.0164532798952	3.294194353063631	10.851716435756313	917795.5247549895	964.6549461652096	938.1276748901712	0.900711	26.420624	0.1840809075	0.114257	-0.0078154948	-0.0972389262	-0.0555145483	-0.0632832547	-0.1390414214	0.020061133	-0.1372751603	0.0856118816	-0.0997192045	0.1452035165	-0.0314799297	-0.0658818681	0.0115840553	0.01235213	0.0359181269	-0.137776151	0.0863350186	-0.0963283249	0.1476887893	-0.0239623559	-0.0654376437	0.009670525	0.013636381	0.0348397586	0.0087231375	0.1425865623	-0.1102023107	0.0124360207	-0.0218181065	-0.0079814995	-0.131876002	0.0471024201	-0.0795802821	-0.1560496844	0.1603359261	-0.032656205	0.0715839006	0.0775677997	0.0056654368	-0.0246045081	-0.0131235953	0.0745925002	-0.0472644904	0.001927364	0.0430187597	0.0088022526	-0.0959715809	-0.0070706381	0.1056465152	0.1028020561	0.0981178842	0.091677826	0.0835971309	0.0740204082	0.0495916	-2.4000000000003185e-05	5.760000000001528e-10	0.00245932679056	0.250608	0.103073	0.0106240433289999	0.0628043696639999	0.0968114	0.0381302	0.00937244716996	0.00145391215204	-0.000153125	-0.00065997	4.355604009e-07	2.3447265625e-08	0.000240798	3.6160000000000006e-05	5.7983676804e-08	1.3075456000000004e-09	8.87815e-06	0.00016094415	7.882154742250001e-11	2.5903019419222496e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
977.7215156585112	-4.5970996554682415	21.133325242306224	955939.3621815764	1464.531843111772	-8.181279036398792	66.93332667141834	2144853.5194883645	952.137695978511	-5.878757301384212	34.55978740857818	906566.1921032676	959.233060374982	958.9359698497832	1.097393	32.189922	0.2621037075	0.142616	0.0820801833	-0.0507219305	0.0715291315	-0.0757621529	-0.1175908692	-0.0152971448	-0.0168909567	-0.1131124962	-0.0169964451	-0.0203921783	0.0305640414	-0.146023838	-0.0087345356	-0.0738137101	0.01950676	-0.0176549122	-0.1146913388	-0.0213974069	-0.0219530445	0.0350951492	-0.146533283	-0.0055622268	-0.0749080289	0.0230917454	0.0849085721	0.1118933997	-0.0889489195	0.0235896998	-0.0852000661	0.0301392018	-0.1082214299	-0.0544783949	-0.0495666223	0.0256903497	0.1200590821	0.1175853109	-0.0653991601	0.0091177017	-0.0154589273	-0.0339226256	0.0427644686	-0.01823527	0.0415760377	0.0092910339	-0.083608333	-0.0199578661	0.1132513601	0.0938140871	0.1053757205	0.1017299448	0.0957467976	0.0875637488	0.0773688144	0.0653962354	-0.00209965	-0.05169125	0.0026719853265625	4.408530122500001e-06	0.194379	-0.056229	0.003161700441	0.037783195641	-0.0215105	-0.1183219	0.0004627016102499	0.01400007201961	-0.000404103	-0.000250978	6.298995648400001e-08	1.63299234609e-07	0.000139713	-0.000101085	1.9519722369e-08	1.0218177225e-08	-0.00035629	-0.0003651681499999	1.269425641e-07	1.333477777744225e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
974.831009890776	-2.890505767735135	8.355023593310083	950295.4978446704	1454.6955194790737	-9.836323632698395	96.75326260718096	2116139.054392492	942.6598760020612	-9.477819976449837	89.82907150599158	888607.6418242214	949.2695493588166	976.1149832881024	1.043984	30.623262	0.31044393	0.20691	0.1208082038	0.0472265208	0.1044103719	0.0635253829	-0.0603846892	-0.0183124938	0.1153352316	-0.0368274517	0.0556957634	0.0597993742	0.0537965871	-0.0911686613	-0.0124552636	-0.044122916	-0.0185164263	0.1153310896	-0.0371057395	0.0538111583	0.0551722086	0.0607807141	-0.093424152	-0.0129123688	-0.0459039797	-0.0236554833	0.117803227	-0.0350658645	-0.0903478867	0.0638398615	-0.112542465	0.0159024614	0.0300092033	-0.0158711926	-0.0371578404	0.0988989129	-0.0776378746	0.1065121515	0.0540641354	-0.0165808914	-0.064659927	0.0061857664	0.0382492707	-0.0661317028	0.0021041243	-0.0080146792	-0.040042851	-0.0197880357	-0.102833988	-0.0159910476	0.1050713516	0.1005281942	0.0931012141	0.0830034668	0.0705246236	0.0560226613	0.00139655	0.0034962	1.2223414440000005e-05	1.9503519025000004e-06	0.00456647	-0.18981253	0.0360287965450009	2.0852648260900004e-05	-0.102023	-0.0805125	0.010408692529	0.00648226265625	-0.000733789	-0.000329686	1.08692858596e-07	5.38446296521e-07	0.00035996	0.000220247	1.295712016e-07	4.8508741009e-08	-0.000538811	-0.000182521	2.9031729372100005e-07	3.331391544100002e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
